NFLX,2021-11-03 20:00:02,688.29
TSLA,2021-11-03 20:00:04,1213.86
GOOG,2021-11-03 20:00:03,2935.8
AMZN,2021-11-03 20:00:03,3384.0
AAPL,2021-11-03 20:00:03,151.49
